artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Coldplay,Paradise,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,audio_features,6nek1Nin9q48AVZcWs9e9D,spotify:track:6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,278719,4
Eminem,Space Bound,0.668,0.886,0,-3.474,1,0.117,0.0417,0,0.459,0.503,142.002,audio_features,0sHW1jXe6Sou3437gJQNGA,spotify:track:0sHW1jXe6Sou3437gJQNGA,https://api.spotify.com/v1/tracks/0sHW1jXe6Sou3437gJQNGA,https://api.spotify.com/v1/audio-analysis/0sHW1jXe6Sou3437gJQNGA,278640,4
Cassius Crover,Plan My Funeral,0.831,0.539,4,-6.627,0,0.0536,0.385,0,0.113,0.111,131.979,audio_features,5PLZ0TNL7A4g0WABeIy5Fg,spotify:track:5PLZ0TNL7A4g0WABeIy5Fg,https://api.spotify.com/v1/tracks/5PLZ0TNL7A4g0WABeIy5Fg,https://api.spotify.com/v1/audio-analysis/5PLZ0TNL7A4g0WABeIy5Fg,232989,4
Timbaland,Apologize,0.656,0.609,8,-6.025,1,0.0285,0.0357,0,0.0973,0.0872,118.036,audio_features,76MdMwQ4yiw1wIbA16sOrA,spotify:track:76MdMwQ4yiw1wIbA16sOrA,https://api.spotify.com/v1/tracks/76MdMwQ4yiw1wIbA16sOrA,https://api.spotify.com/v1/audio-analysis/76MdMwQ4yiw1wIbA16sOrA,184400,4
X Ambassadors,Unsteady,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,audio_features,7lGKEWMXVWWTt3X71Bv44I,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,193547,4
Josh X,Walk Away,0.526,0.205,10,-9.618,1,0.0399,0.945,0,0.141,0.457,109.89,audio_features,6FjbGfPPXZZfh8PnAg7wOW,spotify:track:6FjbGfPPXZZfh8PnAg7wOW,https://api.spotify.com/v1/tracks/6FjbGfPPXZZfh8PnAg7wOW,https://api.spotify.com/v1/audio-analysis/6FjbGfPPXZZfh8PnAg7wOW,173014,4
JP Saxe,If the World Was Ending (feat. Julia Michaels),0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4
Bruno Mars,When I Was Your Man,0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4
Harry Styles,Falling,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,audio_features,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/tracks/1ZMiCix7XSAbfAJlEZWMCp,https://api.spotify.com/v1/audio-analysis/1ZMiCix7XSAbfAJlEZWMCp,240133,4
Zara Larsson,Uncover,0.556,0.529,2,-4.464,1,0.025,0.4,0,0.268,0.308,89.887,audio_features,3DQisSEr1TLp9H0BEeKiQS,spotify:track:3DQisSEr1TLp9H0BEeKiQS,https://api.spotify.com/v1/tracks/3DQisSEr1TLp9H0BEeKiQS,https://api.spotify.com/v1/audio-analysis/3DQisSEr1TLp9H0BEeKiQS,213543,4
Christina Perri,A Thousand Years,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,audio_features,4qefHyLKbyW3yeqk5Jrjey,spotify:track:4qefHyLKbyW3yeqk5Jrjey,https://api.spotify.com/v1/tracks/4qefHyLKbyW3yeqk5Jrjey,https://api.spotify.com/v1/audio-analysis/4qefHyLKbyW3yeqk5Jrjey,285120,3
Olivia Rodrigo,traitor,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,audio_features,5CZ40GBx1sQ9agT82CLQCT,spotify:track:5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/tracks/5CZ40GBx1sQ9agT82CLQCT,https://api.spotify.com/v1/audio-analysis/5CZ40GBx1sQ9agT82CLQCT,229227,4
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,audio_features,3zHq9ouUJQFQRf3cm1rRLu,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,252534,4
Miley Cyrus,Wrecking Ball,0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,audio_features,2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4
Taylor Swift,All Of The Girls You Loved Before,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,audio_features,4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/tracks/4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/audio-analysis/4P9Q0GojKVXpRTJCaL3kyy,221407,3
Halsey,Without Me,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,audio_features,6FZDfxM3a3UCqtzo5pxSLZ,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,https://api.spotify.com/v1/tracks/6FZDfxM3a3UCqtzo5pxSLZ,https://api.spotify.com/v1/audio-analysis/6FZDfxM3a3UCqtzo5pxSLZ,201661,4
LIL GAZ,The Lonely Road,0.523,0.728,2,-6.372,1,0.12,0.0276,0.00524,0.241,0.436,159.875,audio_features,0dfvJFIbMAgjnn57EMuO86,spotify:track:0dfvJFIbMAgjnn57EMuO86,https://api.spotify.com/v1/tracks/0dfvJFIbMAgjnn57EMuO86,https://api.spotify.com/v1/audio-analysis/0dfvJFIbMAgjnn57EMuO86,156280,4
Juice WRLD,Lucid Dreams,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4
Katy Perry,The One That Got Away - Acoustic,0.714,0.434,4,-11.542,1,0.0396,0.697,0,0.0919,0.352,123.942,audio_features,5jx8tCxiO0uIbo2uNia23K,spotify:track:5jx8tCxiO0uIbo2uNia23K,https://api.spotify.com/v1/tracks/5jx8tCxiO0uIbo2uNia23K,https://api.spotify.com/v1/audio-analysis/5jx8tCxiO0uIbo2uNia23K,259040,4
DJ Snake,Let Me Love You - Andrew Watt Acoustic Remix,0.689,0.379,0,-6.256,0,0.0305,0.773,0,0.104,0.47,100.029,audio_features,77vnkQQWAEkJqfTDVbKgUE,spotify:track:77vnkQQWAEkJqfTDVbKgUE,https://api.spotify.com/v1/tracks/77vnkQQWAEkJqfTDVbKgUE,https://api.spotify.com/v1/audio-analysis/77vnkQQWAEkJqfTDVbKgUE,206667,4
Alex Dolphin,Could We Last That Long,0.402,0.234,9,-13.672,1,0.0392,0.685,0,0.103,0.188,118.371,audio_features,0wzRl3cEBe5J3yznopeJp3,spotify:track:0wzRl3cEBe5J3yznopeJp3,https://api.spotify.com/v1/tracks/0wzRl3cEBe5J3yznopeJp3,https://api.spotify.com/v1/audio-analysis/0wzRl3cEBe5J3yznopeJp3,193024,4
Israel Kamakawiwo'ole,Over the Rainbow,0.671,0.153,0,-13.569,1,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,audio_features,3oQomOPRNQ5NVFUmLJHbAV,spotify:track:3oQomOPRNQ5NVFUmLJHbAV,https://api.spotify.com/v1/tracks/3oQomOPRNQ5NVFUmLJHbAV,https://api.spotify.com/v1/audio-analysis/3oQomOPRNQ5NVFUmLJHbAV,211933,4
Train,"Hey, Soul Sister",0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
RY X,Berlin,0.397,0.0666,7,-20.405,1,0.0383,0.963,0.158,0.107,0.0389,137.313,audio_features,57A6HbITtifBco2NbF7Qq8,spotify:track:57A6HbITtifBco2NbF7Qq8,https://api.spotify.com/v1/tracks/57A6HbITtifBco2NbF7Qq8,https://api.spotify.com/v1/audio-analysis/57A6HbITtifBco2NbF7Qq8,174172,4
Kodaline,All I Want,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,audio_features,2PwXOevGUSkU8qaYZjgLq2,spotify:track:2PwXOevGUSkU8qaYZjgLq2,https://api.spotify.com/v1/tracks/2PwXOevGUSkU8qaYZjgLq2,https://api.spotify.com/v1/audio-analysis/2PwXOevGUSkU8qaYZjgLq2,305747,3
XXXTENTACION,Jocelyn Flores,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,spotify:track:7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,119133,4
Mac Miller,Good News,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,audio_features,1DWZUa5Mzf2BwzpHtgbHPY,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/tracks/1DWZUa5Mzf2BwzpHtgbHPY,https://api.spotify.com/v1/audio-analysis/1DWZUa5Mzf2BwzpHtgbHPY,342040,4
Rihanna,Stay,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,audio_features,0GNI8K3VATWBABQFAzBAYe,spotify:track:0GNI8K3VATWBABQFAzBAYe,https://api.spotify.com/v1/tracks/0GNI8K3VATWBABQFAzBAYe,https://api.spotify.com/v1/audio-analysis/0GNI8K3VATWBABQFAzBAYe,240707,4
KALEO,Way down We Go,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,audio_features,0y1QJc3SJVPKJ1OvFmFqe6,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,213707,4
Coldplay,Clocks,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880,4
