Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
55,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,465,638,23,329,3014,,Reflected,[00054]
34,Fuzzed,Mon Apr 24 21:40:06 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,1127,638,23,329,3014,,Reflected,[00033]
17,Fuzzed,Mon Apr 24 21:40:06 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,1161,638,23,329,3014,,Reflected,[00016]
47,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,526,638,23,329,3014,,Reflected,[00046]
10,Fuzzed,Mon Apr 24 21:40:06 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,1166,638,23,329,3014,,Reflected,[00009]
42,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,537,638,23,329,3014,,Reflected,[00041]
44,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,537,638,23,329,3014,,Reflected,[00043]
48,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,539,638,23,329,3014,,Reflected,[00047]
46,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,541,638,23,329,3014,,Reflected,[00045]
50,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,531,638,23,329,3014,,Reflected,[00049]
57,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,634,638,23,329,3014,,Reflected,[00056]
52,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,680,638,23,329,3014,,Reflected,[00051]
56,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,658,638,23,329,3014,,Reflected,[00055]
54,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,665,638,23,329,3014,,Reflected,[00053]
58,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,636,638,23,329,3014,,Reflected,[00057]
45,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,727,638,23,329,3014,,Reflected,[00044]
51,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,718,638,23,329,3014,,Reflected,[00050]
49,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,734,638,23,329,3014,,Reflected,[00048]
60,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,602,638,23,329,3014,,Reflected,[00059]
43,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,746,638,23,329,3014,,Reflected,[00042]
41,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,745,638,23,329,3014,,Reflected,[00040]
59,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,623,638,23,329,3014,,Reflected,[00058]
61,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,624,638,23,329,3014,,Reflected,[00060]
62,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,884,638,23,329,3014,,Reflected,[00061]
68,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,693,638,23,329,3014,,Reflected,[00067]
63,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,753,638,23,329,3014,,Reflected,[00062]
72,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,684,638,23,329,3014,,Reflected,[00071]
69,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,685,638,23,329,3014,,Reflected,[00068]
74,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,670,638,23,329,3014,,Reflected,[00073]
65,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,714,638,23,329,3014,,Reflected,[00064]
66,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,712,638,23,329,3014,,Reflected,[00065]
70,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,712,638,23,329,3014,,Reflected,[00069]
71,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,679,638,23,329,3014,,Reflected,[00070]
64,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,728,638,23,329,3014,,Reflected,[00063]
67,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,683,638,23,329,3014,,Reflected,[00066]
73,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,674,638,23,329,3014,,Reflected,[00072]
81,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,698,638,23,329,3014,,Reflected,[00080]
76,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,845,638,23,329,3014,,Reflected,[00075]
78,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,704,638,23,329,3014,,Reflected,[00077]
83,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,690,638,23,329,3014,,Reflected,[00082]
82,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,691,638,23,329,3014,,Reflected,[00081]
80,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,704,638,23,329,3014,,Reflected,[00079]
75,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,842,638,23,329,3014,,Reflected,[00074]
77,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,696,638,23,329,3014,,Reflected,[00076]
79,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,695,638,23,329,3014,,Reflected,[00078]
84,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,744,638,23,329,3014,,Reflected,[00083]
88,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,728,638,23,329,3014,,Reflected,[00087]
87,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,727,638,23,329,3014,,Reflected,[00086]
85,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,740,638,23,329,3014,,Reflected,[00084]
92,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,693,638,23,329,3014,,Reflected,[00091]
93,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,709,638,23,329,3014,,Reflected,[00092]
95,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,696,638,23,329,3014,,Reflected,[00094]
86,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,879,638,23,329,3014,,Reflected,[00085]
91,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,717,638,23,329,3014,,Reflected,[00090]
94,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,684,638,23,329,3014,,Reflected,[00093]
89,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,713,638,23,329,3014,,Reflected,[00088]
90,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,741,638,23,329,3014,,Reflected,[00089]
96,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,739,638,23,329,3014,,Reflected,[00095]
101,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,705,638,23,329,3014,,Reflected,[00100]
97,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,738,638,23,329,3014,,Reflected,[00096]
98,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,734,638,23,329,3014,,Reflected,[00097]
103,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,419,638,23,329,3014,,Reflected,[00102]
99,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,855,638,23,329,3014,,Reflected,[00098]
106,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,419,638,23,329,3014,,Reflected,[00105]
107,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,448,638,23,329,3014,,Reflected,[00106]
108,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,460,638,23,329,3014,,Reflected,[00107]
104,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,464,638,23,329,3014,,Reflected,[00103]
102,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,468,638,23,329,3014,,Reflected,[00101]
109,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,467,638,23,329,3014,,Reflected,[00108]
112,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,440,638,23,329,3014,,Reflected,[00111]
110,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,509,638,23,329,3014,,Reflected,[00109]
105,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,506,638,23,329,3014,,Reflected,[00104]
116,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,430,638,23,329,3014,,Reflected,[00115]
100,Fuzzed,Mon Apr 24 21:40:07 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,945,638,23,329,3014,,Reflected,[00099]
111,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,471,638,23,329,3014,,Reflected,[00110]
113,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,497,638,23,329,3014,,Reflected,[00112]
114,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,536,638,23,329,3014,,Reflected,[00113]
115,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,525,638,23,329,3014,,Reflected,[00114]
131,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,574,638,23,329,3014,,Reflected,[00130]
126,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,679,638,23,329,3014,,Reflected,[00125]
123,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,679,638,23,329,3014,,Reflected,[00122]
129,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,577,638,23,329,3014,,Reflected,[00128]
122,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,670,638,23,329,3014,,Reflected,[00121]
119,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,709,638,23,329,3014,,Reflected,[00118]
118,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,708,638,23,329,3014,,Reflected,[00117]
128,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,567,638,23,329,3014,,Reflected,[00127]
120,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,716,638,23,329,3014,,Reflected,[00119]
124,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,668,638,23,329,3014,,Reflected,[00123]
127,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,656,638,23,329,3014,,Reflected,[00126]
117,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,716,638,23,329,3014,,Reflected,[00116]
130,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,581,638,23,329,3014,,Reflected,[00129]
125,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,676,638,23,329,3014,,Reflected,[00124]
121,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,710,638,23,329,3014,,Reflected,[00120]
149,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,508,638,23,329,3014,,Reflected,[00148]
135,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,763,638,23,329,3014,,Reflected,[00134]
136,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,737,638,23,329,3014,,Reflected,[00135]
139,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,730,638,23,329,3014,,Reflected,[00138]
134,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,774,638,23,329,3014,,Reflected,[00133]
132,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,775,638,23,329,3014,,Reflected,[00131]
145,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,591,638,23,329,3014,,Reflected,[00144]
143,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,601,638,23,329,3014,,Reflected,[00142]
141,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,632,638,23,329,3014,,Reflected,[00140]
152,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,520,638,23,329,3014,,Reflected,[00151]
146,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,573,638,23,329,3014,,Reflected,[00145]
148,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,525,638,23,329,3014,,Reflected,[00147]
138,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,740,638,23,329,3014,,Reflected,[00137]
137,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,740,638,23,329,3014,,Reflected,[00136]
133,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,780,638,23,329,3014,,Reflected,[00132]
150,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,696,638,23,329,3014,,Reflected,[00149]
153,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,654,638,23,329,3014,,Reflected,[00152]
144,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,760,638,23,329,3014,,Reflected,[00143]
142,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,801,638,23,329,3014,,Reflected,[00141]
154,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,653,638,23,329,3014,,Reflected,[00153]
155,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,628,638,23,329,3014,,Reflected,[00154]
147,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,758,638,23,329,3014,,Reflected,[00146]
151,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,713,638,23,329,3014,,Reflected,[00150]
140,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,818,638,23,329,3014,,Reflected,[00139]
156,Fuzzed,Mon Apr 24 21:40:08 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,641,638,23,329,3014,,Reflected,[00155]
164,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,366,638,23,329,3014,,Reflected,[00163]
165,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,365,638,23,329,3014,,Reflected,[00164]
160,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,426,638,23,329,3014,,Reflected,[00159]
169,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,375,638,23,329,3014,,Reflected,[00168]
162,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,408,638,23,329,3014,,Reflected,[00161]
167,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,459,638,23,329,3014,,Reflected,[00166]
168,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,465,638,23,329,3014,,Reflected,[00167]
166,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,466,638,23,329,3014,,Reflected,[00165]
158,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,520,638,23,329,3014,,Reflected,[00157]
170,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,459,638,23,329,3014,,Reflected,[00169]
159,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,531,638,23,329,3014,,Reflected,[00158]
171,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,467,638,23,329,3014,,Reflected,[00170]
157,Fuzzed,Mon Apr 24 21:40:09 BRT 2023,POST,http://44.227.89.148:8075/purple/index.php,200,OK,537,638,23,329,3014,,Reflected,[00156]
